AADT,AADT_YR,MARKED_NAM,ROAD_NAME,COUNTY_NAM,HCV,HCV_MU_YR,MU_VOL,SU_VOL,MR_NUMBER,MR_TYPE,INVENTORY,KEY_RT_NBR,POINT_X,POINT_Y
1200,2009,0,WHITE EAGLE DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01153 000540,1153,-88.9268,40.46643
1350,2009,0,WHITE EAGLE DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01153 000540,1153,-88.9236,40.4665
Not Counted, ,0,STONEBRIDGE DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01154 000540,1154,-88.9257,40.46187
Not Counted, ,0,TRALEE LN,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01154 000540,1154,-88.9238,40.46072
Not Counted, ,0,CLAIRBRIDGE DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01155 000540,1155,-88.9257,40.46111
Not Counted, ,0,CROSSGATE DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01156 000540,1156,-88.9257,40.46033
Not Counted, ,0,PALLAS RD,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01157 000540,1157,-88.9294,40.46137
Not Counted, ,0,CONNEMARA DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01158 000540,1158,-88.9306,40.46215
500,2009,0,SHAUNESSEY DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01160 000540,1160,-88.9312,40.46086
Not Counted, ,0,BALLYSHANNON DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01162 000540,1162,-88.9298,40.46148
1000,2009,0,CAVE CREEK,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01162 000540,1162,-88.9262,40.4627
Not Counted, ,0,CASHEL DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01164 000540,1164,-88.9288,40.46223
Not Counted, ,0,KILKENNEY DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01164 000540,1164,-88.9294,40.45963
Not Counted, ,0,PLANTATION LN,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01166 000540,1166,-88.9276,40.46125
225,2009,0,BEAR CREEK DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01168 000540,1168,-88.9266,40.45976
450,2009,0,BAY VIEW LN,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01170 000540,1170,-88.9248,40.4597
Not Counted, ,0,TREESDALE LN,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01172 000540,1172,-88.926,40.46309
Not Counted, ,0,FETZER DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01174 000540,1174,-88.9226,40.46016
Not Counted, ,0,MCNIFF DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01174 000540,1174,-88.922,40.46178
Not Counted, ,0,BRECKENWOOD CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01176 000540,1176,-88.9216,40.46236
Not Counted, ,0,BRECKENWOOD CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01176 000540,1176,-88.9224,40.46285
Not Counted, ,0,ASTORIA WAY,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01178 000540,1178,-88.9224,40.46482
Not Counted, ,0,ASTORIA WAY,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01178 000540,1178,-88.9216,40.46573
Not Counted, ,0,HARRISON CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01179 000540,1179,-88.9223,40.46116
Not Counted, ,0,KEATON PLACE,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01180 000540,1180,-88.9514,40.50174
375,2004,0,SHAFFER RD,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01180 001545,1180,-88.8708,40.39148
Not Counted, ,0,BOHMER DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01181 000540,1181,-88.922,40.46037
2550,2009,0,JUMER DRIVE,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01182 000540,1182,-88.9465,40.50753
8600,2009,0,JUMER DRIVE,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01182 000540,1182,-88.9522,40.50661
Not Counted, ,0,VALERIE ANN CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01185 000540,1185,-88.9298,40.49913
Not Counted, ,0,DERBYWAY,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01186 000540,1186,-88.9045,40.50893
Not Counted, ,0,ROCK GARDENS CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01190 000540,1190,-88.9242,40.47152
Not Counted, ,0,ANDY CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01191 000540,1191,-88.9222,40.47108
Not Counted, ,0,CORY DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01192 000540,1192,-88.9225,40.47053
Not Counted, ,0,WILDER DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01192 000540,1192,-88.9222,40.46925
Not Counted, ,0,WULBRUN DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01192 000540,1192,-88.923,40.46994
Not Counted, ,0,STARK DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01193 000540,1193,-88.9249,40.46971
Not Counted, ,0,JOSLIN CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01194 000540,1194,-88.9239,40.4691
Not Counted, ,0,RACHEL CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01194 000540,1194,-88.924,40.46991
Not Counted, ,0,WEGENG DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01195 000540,1195,-88.9222,40.46991
Not Counted, ,0,MINKS CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01196 000540,1196,-88.9247,40.46784
Not Counted, ,0,LEXIS CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01197 000540,1197,-88.9249,40.46698
Not Counted, ,0,ALDER CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01200 000540,1200,-88.9233,40.50937
10,2003,0, ,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01200 001545,1200,-88.9089,40.40744
Not Counted, ,0,WASHINGTON ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01200 005790,1200,-88.9012,40.56511
Not Counted, ,0,WASHINGTON ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01200 005790,1200,-88.8942,40.56514
Not Counted, ,0,WASHINGTON ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01200 005790,1200,-88.8988,40.56512
Not Counted, ,0,CURRIE CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01201 000540,1201,-88.9086,40.50845
Not Counted, ,0,STEPHANIE RD,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01202 000540,1202,-88.9081,40.50945
Not Counted, ,0,STRAWBERRY RD,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01203 000540,1203,-88.9063,40.50346
Not Counted, ,0,WEAVER CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01204 000540,1204,-88.9086,40.50748
Not Counted, ,0,ASPEN CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01205 000540,1205,-88.9233,40.50872
Not Counted, ,0,SPRUCE CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01206 000540,1206,-88.9234,40.50843
Not Counted, ,0,SPAULDING RD,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01207 000540,1207,-88.9196,40.51031
Not Counted, ,0,BURGUNDY CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01208 000540,1208,-88.9198,40.51089
300,2009,0,SUMMERVIEW LN,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01209 000540,1209,-88.9142,40.51666
750,2009,0,SUMMERVIEW LN,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01209 000540,1209,-88.9157,40.51666
Not Counted, ,0,PEPPERTREE LN,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01210 000540,1210,-88.9143,40.51478
Not Counted, ,0,VALLEYBROOK CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01211 000540,1211,-88.9151,40.51609
800,2009,0,VALLEYBROOK CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01211 000540,1211,-88.9152,40.51692
Not Counted, ,0,LONGMEADOW LN,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01212 000540,1212,-88.9129,40.51575
Not Counted, ,0,TIMBERGATE CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01213 000540,1213,-88.914,40.51611
Not Counted, ,0,LAVENDER LN,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01214 000540,1214,-88.9055,40.50607
Not Counted, ,0,INGLEWOOD LN,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01215 000540,1215,-88.9099,40.50333
Not Counted, ,0,AMBER LN,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01216 000540,1216,-88.9183,40.51078
Not Counted, ,0,EDGE HILL RD,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01217 000540,1217,-88.9054,40.51165
Not Counted, ,0,BALDOCCHI DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01218 000540,1218,-88.9077,40.51123
Not Counted, ,0,TAWNEY LN,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01219 000540,1219,-88.9036,40.51083
Not Counted, ,0,ARMSTRONG ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01220 000540,1220,-88.9077,40.51041
Not Counted, ,0,MONROE ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01220 005790,1220,-88.9008,40.56389
Not Counted, ,0,MONROE ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01220A005790,1220,-88.896,40.56393
Not Counted, ,0,TAYKAE LN,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01221 000540,1221,-88.9068,40.51083
Not Counted, ,0,TORI ANN LN,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01222 000540,1222,-88.9117,40.51082
Not Counted, ,0,CHLOE CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01224 000540,1224,-88.9085,40.51506
Not Counted, ,0,CONNIE KAY WAY,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01224 000540,1224,-88.9086,40.51205
Not Counted, ,0,GABBY DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01224 000540,1224,-88.9102,40.51452
Not Counted, ,0,KAITLYN DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01224 000540,1224,-88.9118,40.51332
Not Counted, ,0,RAVE RD,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01225 000540,1225,-88.909,40.51288
1050,2009,0,RAVE RD,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01225 000540,1225,-88.9014,40.51334
950,2009,0,RAVE RD,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01225 000540,1225,-88.9051,40.51308
Not Counted, ,0,"""A"" ST",MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01225 005790,1225,-88.8986,40.56463
Not Counted, ,0,EARLVILLE RD,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01226 000540,1226,-88.9105,40.51163
Not Counted, ,0,MATTHEW DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01227 000540,1227,-88.909,40.5137
Not Counted, ,0,MORGAN JANE DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01227 000540,1227,-88.9107,40.51329
Not Counted, ,0,SARAH ANNE ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01227 000540,1227,-88.9074,40.51285
Not Counted, ,0,SHOAL CREEK CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01228 000540,1228,-88.9159,40.50208
Not Counted, ,0,GOLDEN EAGLE RD,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01229 000540,1229,-88.9156,40.50136
Not Counted, ,0,GREYTHORNE CIRCLE,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01230 000540,1230,-88.9177,40.49903
Not Counted, ,0,ADAMS ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01230 005790,1230,-88.9007,40.56324
Not Counted, ,0,ADAMS ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01230A005790,1230,-88.8955,40.56322
Not Counted, ,0,WATERSIDE CIRCLE,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01231 000540,1231,-88.9155,40.49887
Not Counted, ,0,CONWAY CIRCLE,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01232 000540,1232,-88.9176,40.49658
Not Counted, ,0,PAIGE PL,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01233 000540,1233,-88.9154,40.49668
Not Counted, ,0,AUBURN RD,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01234 000540,1234,-88.9215,40.49749
1450,2009,0,OLD JAMESTOWN RD,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01235 000540,1235,-88.9216,40.49675
Not Counted, ,0,MAIN ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01235 005790,1235,-88.8984,40.56422
Not Counted, ,0,BROAD CREEK RD,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01236 000540,1236,-88.9138,40.4976
1300,2009,0,BROAD CREEK RD,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01236 000540,1236,-88.9139,40.50111
400,2009,0,DAHLIA LN,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01237 000540,1237,-88.9133,40.50026
Not Counted, ,0,TEAROSE LN,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01238 000540,1238,-88.9128,40.50075
Not Counted, ,0,WINE WAY,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01238 000540,1238,-88.9102,40.49956
800,2009,0,WINDHAM HILL RD,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01239 000540,1239,-88.9117,40.50105
Not Counted, ,0,WHISPER WAY,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01240 000540,1240,-88.9123,40.50213
Not Counted, ,0,GRAPE VINE LN,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01241 000540,1241,-88.911,40.50163
Not Counted, ,0,CROSSWINDS CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01242 000540,1242,-88.9115,40.50056
Not Counted, ,0,CROSSWINDS CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01242 000540,1242,-88.9107,40.50061
Not Counted, ,0,INGLEWOOD CIRCLE,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01245 000540,1245,-88.909,40.50112
Not Counted, ,0,INGLEWOOD CIRCLE,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01245A000540,1245,-88.9088,40.50131
Not Counted, ,0,HAWTHORNE LAKE DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01246 000540,1246,-88.9103,40.50381
Not Counted, ,0,KIRKWOOD RD,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01247 000540,1247,-88.9165,40.49528
Not Counted, ,0,HALLS FERRY RD,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01248 000540,1248,-88.917,40.495
Not Counted, ,0,PRESCHER PL,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01249 000540,1249,-88.9112,40.49509
Not Counted, ,0,EKSTAM DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01250 000540,1250,-88.9087,40.49569
1850,2009,0,EKSTAM DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01250 000540,1250,-88.9086,40.4924
Not Counted, ,0,FREMONT ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01250 005790,1250,-88.8985,40.56207
Not Counted, ,0,FREMONT ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01250A005790,1250,-88.8942,40.56206
Not Counted, ,0,RADER RUN,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01251 000540,1251,-88.9098,40.49403
Not Counted, ,0,WANDA WAY,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01252 000540,1252,-88.9108,40.49492
Not Counted, ,0,LOCKENVITZ LN,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01253 000540,1253,-88.9126,40.49484
1000,2009,0,CORNELIUS DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01254 000540,1254,-88.9097,40.49302
2200,2009,0,GERIG DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01256 000540,1256,-88.9092,40.48932
950,2009,0,GERIG DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01256 000540,1256,-88.911,40.48934
Not Counted, ,0,HAEFFELE WAY,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01257 000540,1257,-88.9098,40.49034
2500,2004,0,HAEFFELE WAY,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01257 000540,1257,-88.9097,40.48876
1050,2009,0,CIRA DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01257 000540,1257,-88.9144,40.48474
1500,2009,0,CIRA DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01257 000540,1257,-88.9191,40.48703
1450,2009,0,HAEFFELE WAY,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01257 000540,1257,-88.9097,40.48959
300,2009,0,TRINITY LN,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01257 000540,1257,-88.9195,40.49041
Not Counted, ,0,ARK DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01258 000540,1258,-88.9096,40.5151
Not Counted, ,0,HAYNES LN,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01258 000540,1258,-88.9107,40.51564
Not Counted, ,0,ZACHARY LN,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01258 000540,1258,-88.91,40.51669
800,2009,0,CARLY BETH LN,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01259 000540,1259,-88.9112,40.51535
800,2009,0,KAISNER DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01259 000540,1259,-88.9118,40.51633
450,2009,0,ROYAL DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01260 000540,1260,-88.9241,40.51548
Not Counted, ,0,FIONA WAY,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01261 000540,1261,-88.9216,40.51617
Not Counted, ,0,MACKENZIE,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01261 000540,1261,-88.9237,40.51535
Not Counted, ,0,BEAR RD,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01262 000540,1262,-88.9191,40.51474
Not Counted, ,0,LUKE RD,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01262 000540,1262,-88.9207,40.51551
Not Counted, ,0,ALANA WAY,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01263 000540,1263,-88.918,40.51586
Not Counted, ,0,KILLBORN CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01264 000540,1264,-88.9196,40.51559
Not Counted, ,0,CLUB LN,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01265 000540,1265,-88.918,40.51689
Not Counted, ,0,BROOKLINE CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01266 000540,1266,-88.8983,40.51671
Not Counted, ,0,BROOKLINE LN,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01266 000540,1266,-88.9005,40.51668
Not Counted, ,0,CADILLAC RD,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01266 000540,1266,-88.9018,40.5161
Not Counted, ,0,ROCKLEDGE RD,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01266 000540,1266,-88.8996,40.51587
400,2009,0,REXEL RD,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01267 000540,1267,-88.8991,40.51701
Not Counted, ,0,DEERFIELD CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01268 000540,1268,-88.901,40.51503
75,2009,0,ADDISON LN,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01269 000540,1269,-88.8964,40.51609
75,2009,0,RIVERWOOD LN,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01269 000540,1269,-88.8988,40.51224
75,2009,0,SUTTER RD,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01269 000540,1269,-88.8977,40.51499
Not Counted, ,0,ANN ARBOR CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01270 000540,1270,-88.898,40.51391
Not Counted, ,0,NORTON RD,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01271 000540,1271,-88.9001,40.51425
Not Counted, ,0,FLINT CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01272 000540,1272,-88.8979,40.51284
Not Counted, ,0,ESCALADE RD,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01273 000540,1273,-88.9017,40.5075
Not Counted, ,0,LAY LN,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01273 000540,1273,-88.8998,40.50956
Not Counted, ,0,TYLER TRL,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01273 000540,1273,-88.8975,40.51066
Not Counted, ,0,YUKON CIR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01273 000540,1273,-88.9009,40.50686
Not Counted, ,0,FULLERTON RD,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01274 000540,1274,-88.8976,40.51178
Not Counted, ,0,ANABELLE DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01275 000540,1275,-88.9002,40.50875
Not Counted, ,0,REVERE RD,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01276 000540,1276,-88.9007,40.512
Not Counted, ,0,WATERTOWN LN,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01276 000540,1276,-88.8999,40.51263
750,2009,0,BAYWOOD RD,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01277 000540,1277,-88.9003,40.50799
Not Counted, ,0,GINA DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01278 000540,1278,-88.91,40.49864
Not Counted, ,0,JANET DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01278 000540,1278,-88.9124,40.49724
Not Counted, ,0,PAMELA DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01278 000540,1278,-88.9094,40.49598
700,2009,0,PAMELA DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01278 000540,1278,-88.9045,40.49628
Not Counted, ,0,HELEN DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01279 000540,1279,-88.9093,40.49782
Not Counted, ,0,JOLENE DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01279 000540,1279,-88.911,40.4982
1000,2009,0,NORMA DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01280 000540,1280,-88.9078,40.50113
1300,2009,0,NORMA DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01280 000540,1280,-88.9077,40.49785
250,2009,0,LESLIE DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01282 000540,1282,-88.9043,40.49914
650,2009,0,LESLIE DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01282 000540,1282,-88.9043,40.50236
225,2009,0,HARVEST POINT BLVD,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01283 000540,1283,-88.8976,40.48921
Not Counted, ,0,DRY SAGE CIR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01284 000540,1284,-88.8954,40.48975
Not Counted, ,0,HOMESTEAD DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01284 000540,1284,-88.8989,40.49013
Not Counted, ,0,PUMPHOUSE LN,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01284 000540,1284,-88.8983,40.48973
1250,2009,0,FT JESSE RD,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01300 000540,1300,-88.8996,40.51731
Not Counted, ,0,FOX RUN,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01300 001545,1300,-88.8693,40.40131
Not Counted, ,0, ,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01302 001545,1302,-88.8687,40.402
Not Counted, ,0,HARBOR POINTE,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01500 000540,1500,-88.9333,40.51318
Not Counted, ,0,BAY POINTE DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01501 000540,1501,-88.9358,40.51388
Not Counted, ,0,HARBOR POINTE CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01502 000540,1502,-88.9352,40.5134
Not Counted, ,0,NORTH WOOD LANE,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01520 000540,1520,-88.9374,40.5098
Not Counted, ,0,NORTH WOOD LANE,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01520A000540,1520,-88.9351,40.50979
Not Counted, ,0,WEDGEWOOD RD,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01550 000540,1550,-88.9362,40.50732
Not Counted, ,0,WEDGEWOOD RD,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01560 000540,1560,-88.9381,40.50646
Not Counted, ,0,DEGARMO DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01560A000540,1560,-88.9292,40.50788
Not Counted, ,0,TROTTER LN,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01560A000540,1560,-88.9332,40.5072
Not Counted, ,0,WEDGEWOOD RD,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01560A000540,1560,-88.9345,40.50646
Not Counted, ,0,LITTA CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01561 000540,1561,-88.9261,40.50708
Not Counted, ,0,SINCLAIR CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01562 000540,1562,-88.9254,40.50714
Not Counted, ,0,TEAKWOOD LANE,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  01580 000540,1580,-88.9361,40.50444
